Flow_ID,Duration_s,Total_Packets,Bytes_AB,Bytes_BA,Mean_Pkt_Len,STD_IAT,Kurtosis_IAT,Skewness_Pkt_Len,Direction_Ratio,Label,Source_PCAP
860059523501943,45.08621001243591,4,132,132,66.0,21.21052301091113,0.0,,0.5,1,spotify1.pcap
1734287653055687,45.09385585784912,4,132,132,66.0,21.20409769353088,0.0,,0.5,1,spotify1.pcap
4050614124047457,45.08555293083191,4,132,132,66.0,21.21208289170989,0.0,,0.5,1,spotify1.pcap
5631373524879436,45.087164878845215,4,132,132,66.0,21.20531165509859,0.0,,0.5,1,spotify1.pcap
2521693380552398,45.08160400390625,4,132,132,66.0,21.215513307708584,0.0,,0.5,1,spotify1.pcap
6960990486194500,45.081483125686646,4,132,132,66.0,21.215431542801287,0.0,,0.5,1,spotify1.pcap
2240018210930205,45.08153510093689,4,132,132,66.0,21.215456718571893,0.0,,0.5,1,spotify1.pcap
9793432001131218,30.003189086914062,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
1647572048020571,0.0,1,274,0,274.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
2687667094618667,45.0815110206604,4,132,132,66.0,21.215528986305902,0.0,,0.5,1,spotify1.pcap
9589408543013146,45.211265087127686,4,108,120,57.0,21.16109846701741,0.0,0.0,0.5,1,spotify1.pcap
2175150183685601,50.58847999572754,38,3020,2383,142.18421052631578,6.879418520552282,31.786680826247412,-0.5406392275482788,0.631578947368421,1,spotify1.pcap
9275351417618079,45.0933198928833,4,132,132,66.0,21.2042983686139,0.0,,0.5,1,spotify1.pcap
5779389046149773,45.081109046936035,4,132,132,66.0,21.21576011986625,0.0,,0.5,1,spotify1.pcap
6588901277943345,45.07778191566467,4,132,132,66.0,21.219498490891105,0.0,,0.5,1,spotify1.pcap
7788173062612529,45.094398975372314,4,132,132,66.0,21.203682069901934,0.0,,0.5,1,spotify1.pcap
7222042459985814,45.0814847946167,3,132,66,66.0,22.515249490737915,0.0,,0.6666666666666666,1,spotify1.pcap
9898096820820195,45.081050157547,4,132,132,66.0,21.215943598935144,0.0,,0.5,1,spotify1.pcap
7193167813681323,45.08102989196777,4,132,132,66.0,21.215903868586768,0.0,,0.5,1,spotify1.pcap
2871805606526594,45.08553409576416,4,132,132,66.0,21.214877019967588,0.0,,0.5,1,spotify1.pcap
7281133552102133,45.08577799797058,4,132,132,66.0,21.2143641640314,0.0,,0.5,1,spotify1.pcap
9754345452629865,45.081297159194946,4,132,132,66.0,21.215952647011406,0.0,,0.5,1,spotify1.pcap
5150276922723482,45.084635972976685,4,132,132,66.0,21.21450467717386,0.0,,0.5,1,spotify1.pcap
5687634107318496,45.097782135009766,4,132,132,66.0,21.203556391368004,0.0,,0.5,1,spotify1.pcap
143327519949819,45.08163094520569,4,132,132,66.0,21.21598709623545,0.0,,0.5,1,spotify1.pcap
1419790835128414,45.08225607872009,4,132,132,66.0,21.215440198813514,0.0,,0.5,1,spotify1.pcap
1892956865225409,45.14050817489624,4,132,132,66.0,21.177554678688168,0.0,,0.5,1,spotify1.pcap
4050614124047457,45.085241079330444,4,132,132,66.0,21.21166985299538,0.0,,0.5,1,spotify1.pcap
1734287653055687,45.09337496757507,4,132,132,66.0,21.204315058616324,0.0,,0.5,1,spotify1.pcap
1849269256934795,45.11605381965637,3,132,66,66.0,22.438954949378967,0.0,,0.6666666666666666,1,spotify1.pcap
3604000059344404,45.08165097236633,4,132,132,66.0,21.215524153476053,0.0,,0.5,1,spotify1.pcap
9793432001131218,30.03993582725525,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
6090159407501914,45.08098602294922,4,132,132,66.0,21.21596444758692,0.0,,0.5,1,spotify1.pcap
860059523501943,45.08539295196533,4,132,132,66.0,21.21186316589099,0.0,,0.5,1,spotify1.pcap
5631373524879436,45.08729887008667,4,132,132,66.0,21.210182237108594,0.0,,0.5,1,spotify1.pcap
4721309818451675,14.102238893508911,5249,168250,8619320,1674.1417412840542,0.08090598309892874,5015.61991944642,2.8084986742657656,0.46046866069727566,1,spotify1.pcap
927572861500485,45.210302114486694,31,2331,2167,145.09677419354838,8.076285546966846,25.03431876907283,1.947471888326064,0.5161290322580645,1,spotify1.pcap
3326312641053475,45.163079023361206,32,3285,5522,275.21875,7.950964366116639,26.0332518527054,2.067894589933829,0.53125,1,spotify1.pcap
9898096820820195,59.82397389411926,6,198,198,66.0,17.471813736921533,-0.3105465423129381,,0.5,1,spotify1.pcap
7193167813681323,59.8880250453949,6,198,198,66.0,17.473509550329233,-0.3150122659934236,,0.5,1,spotify1.pcap
7222042459985814,59.81599998474121,6,198,198,66.0,17.48265195916525,-0.3097316533489183,,0.5,1,spotify1.pcap
9793432001131218,30.035088062286377,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
9589408543013146,45.21548819541931,4,108,120,57.0,21.161978947006823,0.0,0.0,0.5,1,spotify1.pcap
1647572048020571,0.0,1,233,0,233.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
1849269256934795,45.10239005088806,4,132,132,66.0,21.18732993365974,0.0,,0.5,1,spotify1.pcap
5687634107318496,45.1386239528656,4,132,132,66.0,21.178533232432727,0.0,,0.5,1,spotify1.pcap
6588901277943345,45.078497886657715,4,132,132,66.0,21.21855271387662,0.0,,0.5,1,spotify1.pcap
7788173062612529,45.09421110153198,4,132,132,66.0,21.203673920805656,0.0,,0.5,1,spotify1.pcap
1892956865225409,45.18375301361084,4,132,132,66.0,21.167612974110465,0.0,,0.5,1,spotify1.pcap
2175150183685601,59.95076394081116,98,12768,106039,1212.3163265306123,4.143773915071984,77.79540830842637,1.8069276323067103,0.5,1,spotify1.pcap
927572861500485,45.08146595954895,4,132,132,66.0,21.21543693768904,0.0,,0.5,1,spotify1.pcap
3326312641053475,45.08104991912842,4,132,132,66.0,21.21581434874603,0.0,,0.5,1,spotify1.pcap
9793432001131218,30.001080989837646,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
2175150183685601,0.24556708335876465,4,1683,132,453.75,0.059826406520645393,0.0,0.2812027164861946,0.5,1,spotify1.pcap
7788173062612529,45.094111919403076,4,132,132,66.0,21.20375815825783,0.0,,0.5,1,spotify1.pcap
3505730032499332,45.15535092353821,27,2166,1507,136.03703703703704,8.652644438266536,21.039939723465054,2.4859501275202813,0.5185185185185185,1,spotify1.pcap
1892956865225409,45.13967299461365,4,132,132,66.0,21.177574681637175,0.0,,0.5,1,spotify1.pcap
9793432001131218,30.001086950302124,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
1138577421774695,0.0,1,92,0,92.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
2400867128937723,0.0,1,104,0,104.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
2175150183685601,5.7130279541015625,6,209,220,71.5,2.233430632369564,0.24836495113707002,0.0,0.5,1,spotify1.pcap
9793432001131218,30.003278017044067,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
7788173062612529,45.09428000450134,4,132,132,66.0,21.20367824805192,0.0,,0.5,1,spotify1.pcap
3505730032499332,45.08164119720459,4,132,132,66.0,21.215479084438794,0.0,,0.5,1,spotify1.pcap
1892956865225409,45.14377808570862,4,132,132,66.0,21.178968170287355,0.0,,0.5,1,spotify1.pcap
1647572048020571,3.745593786239624,3,699,0,233.0,0.09884703159332275,0.0,,1.0,1,spotify1.pcap
4721309818451675,8.802736043930054,3247,102372,6884646,2151.838004311672,0.013182853492961222,618.9547470120956,2.071262264568655,0.4514936864798275,1,spotify1.pcap
9793432001131218,30.003588914871216,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
2175150183685601,59.91570591926575,13,1889,923,216.30769230769232,13.616484836353179,6.749741720667423,2.0541841684729727,0.5384615384615384,1,spotify1.pcap
7788173062612529,45.094017028808594,4,132,132,66.0,21.203772600582145,0.0,,0.5,1,spotify1.pcap
1892956865225409,45.13972496986389,4,132,132,66.0,21.1775546758326,0.0,,0.5,1,spotify1.pcap
8615660435885126,45.20811891555786,34,2868,6187,266.3235294117647,7.7124345146374305,28.03106871115432,2.191038470152324,0.5,1,spotify1.pcap
9793432001131218,30.000921964645386,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
1647572048020571,2.144415855407715,2,466,0,233.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
2175150183685601,0.14952397346496582,6,1220,487,284.5,0.03923372593707839,-0.3237336447237107,0.8159966373146222,0.5,1,spotify1.pcap
2928701250074712,0.1339108943939209,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2775162877512472,0.14125990867614746,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
525204549680174,0.1342029571533203,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
8028095537322232,0.1072089672088623,2,81,356,218.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
718119122223228,0.15588998794555664,2,81,356,218.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
5397818199681471,0.1541130542755127,2,81,356,218.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
451264385179504,0.14104509353637695,10,505,852,135.7,0.021293466381606067,-1.4997123844124964,2.26480518842305,0.5,1,spotify1.pcap
7630382898800536,0.060127973556518555,2,94,246,170.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
9240253339861279,0.19603395462036133,2,89,418,253.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
4678734942892553,59.78631401062012,8,198,393,73.875,15.73248780195583,1.1990771316833246,2.267786838055363,0.375,1,spotify1.pcap
4196302229882156,13.877602100372314,182,6285,409210,2282.9395604395604,0.784600585821092,140.48921008559807,0.609554946490855,0.489010989010989,1,spotify1.pcap
4686101287332326,59.78799796104431,8,198,393,73.875,15.72379101612455,1.202016380357601,2.267786838055363,0.375,1,spotify1.pcap
1286897000057641,50.02073693275452,9,264,383,71.88888888888889,14.726850132184929,3.0171062491284673,2.4748737341529172,0.4444444444444444,1,spotify1.pcap
4845791448976851,0.00044798851013183594,2,84,440,262.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
4370119315132629,0.04526185989379883,2,88,416,252.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
4078977108554965,0.024591922760009766,2,88,544,316.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
1115347275271457,0.22076702117919922,2,82,453,267.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
7626915453735000,0.0004839897155761719,2,89,418,253.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
9120948628647894,15.271440029144287,481,15998,1130000,2382.5322245322245,0.48567202064791043,373.34792491907336,3.320228299048021,0.4760914760914761,1,spotify1.pcap
8263372821910908,0.11137795448303223,2,88,417,252.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
450262170515747,0.0005278587341308594,2,85,316,200.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
6921111888957003,0.00043201446533203125,2,90,310,200.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2610717932647309,21.067532062530518,8,264,289,69.125,5.260211780040745,0.7393297316662966,2.1036561718408064,0.5,1,spotify1.pcap
5049878682111126,31.065491914749146,8,264,295,69.875,10.374416726750523,2.1550820109193696,2.2677868380553634,0.5,1,spotify1.pcap
8939379347353412,20.937851905822754,8,264,301,70.625,5.1654381275820676,1.183977244286285,2.2677868380553634,0.5,1,spotify1.pcap
7908332046582537,20.96124505996704,8,264,301,70.625,5.053436149205289,1.1481805491122188,2.2677868380553634,0.5,1,spotify1.pcap
2600444331063439,19.78526020050049,8,264,301,70.625,4.992605660217317,1.0953984250832045,2.2677868380553634,0.5,1,spotify1.pcap
5352229907831556,19.98613214492798,8,198,406,75.5,6.880455881056501,2.165941847644558,1.300543826351258,0.375,1,spotify1.pcap
724281355347101,0.10282206535339355,2,80,279,179.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
9038024859399150,0.10680818557739258,2,80,279,179.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
5181086290896873,0.10831594467163086,2,80,279,179.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
4961993013759675,10.333393096923828,88,3130,134434,1563.2272727272727,1.0740809451760756,81.99639461551219,3.8523560775671712,0.5,1,spotify1.pcap
4238460420579156,0.18383407592773438,2,80,545,312.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
1864286766621622,30.958425998687744,6,198,198,66.0,12.004234347275903,0.24816225819405524,,0.5,1,spotify1.pcap
5187209762147824,0.0,1,60,0,60.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
1788233270764523,37.63081216812134,6,198,198,66.0,11.539180301120744,-0.10556535797934741,,0.5,1,spotify1.pcap
1940475540745038,39.64961791038513,8,264,311,71.875,10.439445748332199,1.2083692137633317,2.210638025071447,0.5,1,spotify1.pcap
3178824191023374,39.649637937545776,8,264,311,71.875,10.439946012601641,1.2083837435807085,2.210638025071447,0.5,1,spotify1.pcap
3424407341219645,33.656200885772705,7,198,317,73.57142857142857,10.939533719908367,1.088926141363932,2.041241452319316,0.42857142857142855,1,spotify1.pcap
2519634142980974,33.656935930252075,7,198,317,73.57142857142857,10.947221517979237,1.0899682131371389,2.041241452319316,0.42857142857142855,1,spotify1.pcap
7602258851395455,33.65738391876221,7,198,317,73.57142857142857,10.950637299366301,1.0907803410717705,2.041241452319316,0.42857142857142855,1,spotify1.pcap
4624648510799315,33.65637993812561,7,198,317,73.57142857142857,10.94553325162773,1.089719685366445,2.041241452319316,0.42857142857142855,1,spotify1.pcap
3589667977917991,33.65726113319397,7,198,317,73.57142857142857,10.947482945956324,1.0902379268318212,2.041241452319316,0.42857142857142855,1,spotify1.pcap
7830154034177833,33.641584157943726,7,198,317,73.57142857142857,10.961079751598886,1.0933835975307922,2.041241452319316,0.42857142857142855,1,spotify1.pcap
8713534838533055,14.736057996749878,6,132,327,76.5,5.869266333420112,0.2499819399966654,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
2567922292351397,0.0,1,62,0,62.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
552267082700162,0.0,1,62,0,62.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
9209761044148741,0.0,1,62,0,62.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
3902164505189176,0.0,1,62,0,62.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
2521693380552398,59.78628587722778,8,198,393,73.875,15.732453801667795,1.1990635173624522,2.267786838055363,0.375,1,spotify1.pcap
6960990486194500,59.70765399932861,8,198,393,73.875,15.728081456985384,1.208349105896958,2.267786838055363,0.375,1,spotify1.pcap
2240018210930205,59.75132894515991,8,198,393,73.875,15.73053636957763,1.2031664762041014,2.267786838055363,0.375,1,spotify1.pcap
9324347424797350,0.0,1,62,0,62.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
1070157698348585,0.0,1,62,0,62.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
7079035382510413,0.0,1,62,0,62.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
6801560566734699,0.0004119873046875,2,79,256,167.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
4149233319391101,0.04379582405090332,2,79,256,167.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
8044022782559977,0.04031801223754883,2,79,256,167.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
2056479052702693,0.0004668235778808594,2,79,415,247.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2687667094618667,14.621917009353638,6,132,327,76.5,5.823086205495331,0.2499812625780331,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
9275351417618079,0.03870797157287598,5,174,163,67.4,0.016533087250622445,-0.6667092521866476,1.08242474280316,0.6,1,spotify1.pcap
5779389046149773,59.87407183647156,8,264,264,66.0,15.72624889343323,1.1999971562400908,,0.5,1,spotify1.pcap
2871805606526594,14.693655967712402,6,132,327,76.5,5.831842505109591,0.24991573402354916,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
7281133552102133,14.627103805541992,6,132,327,76.5,5.8046877535137,0.24991360606661228,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
9754345452629865,14.619956970214844,6,132,327,76.5,5.805223947062536,0.24993509074024578,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
5150276922723482,14.748636960983276,6,132,327,76.5,5.852869427512002,0.2499125652930676,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
143327519949819,14.621855020523071,6,132,327,76.5,5.801792692479227,0.24990748802292062,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
1419790835128414,14.607594013214111,6,132,327,76.5,5.795545098191072,0.2499058687036504,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
4050614124047457,0.02958512306213379,5,174,185,71.8,0.012766289946313859,-0.6666738422873326,1.3188311662119878,0.6,1,spotify1.pcap
1734287653055687,0.055977821350097656,5,174,185,71.8,0.024194656085669463,-0.6666688061787394,1.3188311662119878,0.6,1,spotify1.pcap
3604000059344404,14.705411911010742,6,132,327,76.5,5.856258351593695,0.2499812200877467,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
6090159407501914,14.636554956436157,6,132,327,76.5,5.829353108181466,0.24998193915385203,1.7888543819998317,0.3333333333333333,1,spotify1.pcap
860059523501943,38.57634902000427,7,240,251,70.14285714285714,14.350117845364663,1.1999939096659267,1.7580645868959337,0.5714285714285714,1,spotify1.pcap
5631373524879436,31.02694797515869,7,240,251,70.14285714285714,11.534587833138968,1.1999890589073994,1.7580645868959337,0.5714285714285714,1,spotify1.pcap
9898096820820195,0.025023937225341797,2,66,60,63.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
7193167813681323,0.02507185935974121,2,66,60,63.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
7222042459985814,0.024992942810058594,2,66,60,63.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
9589408543013146,0.10746598243713379,3,108,60,56.0,0.0536571741104126,0.0,0.7071067811865475,0.6666666666666666,1,spotify1.pcap
1849269256934795,0.11910700798034668,4,132,132,66.0,0.056083857687971084,0.0,,0.5,1,spotify1.pcap
5687634107318496,0.03665614128112793,5,174,185,71.8,0.015806664136746893,-0.666674843172002,1.3188311662119878,0.6,1,spotify1.pcap
6588901277943345,29.746155977249146,7,240,225,66.42857142857143,11.06654216852897,1.1999945969869374,1.219483551726164,0.5714285714285714,1,spotify1.pcap
5172101865349865,0.0004038810729980469,2,75,282,178.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
6609450941103434,0.00035500526428222656,2,75,234,154.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
8556331167633103,0.040103912353515625,2,75,282,178.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
927572861500485,59.71944212913513,8,198,393,73.875,15.728759512967668,1.2069877917107377,2.267786838055363,0.375,1,spotify1.pcap
3326312641053475,59.824033975601196,8,198,393,73.875,15.734900638237537,1.1944247686553684,2.267786838055363,0.375,1,spotify1.pcap
1138577421774695,0.0,1,92,0,92.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
2400867128937723,0.0,1,104,0,104.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
3505730032499332,59.79246997833252,8,198,393,73.875,15.732881668102998,1.198289198464611,2.267786838055363,0.375,1,spotify1.pcap
8192899411085369,0.0004990100860595703,2,79,415,247.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2262409015743415,0.0842280387878418,2,79,255,167.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2835985632094973,0.04780006408691406,2,79,415,247.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
4721309818451675,3.9647769927978516,1252,40252,2811875,2278.056709265176,0.01257468385030164,140.92624156421127,2.1719421218903343,0.46006389776357826,1,spotify1.pcap
5053153353433142,0.0,1,60,0,60.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
7788173062612529,45.09412598609924,4,132,132,66.0,21.20351157126749,0.0,,0.5,1,spotify1.pcap
1892956865225409,45.14275813102722,4,132,132,66.0,21.17703131039404,0.0,,0.5,1,spotify1.pcap
8615660435885126,45.08101201057434,4,132,132,66.0,21.215758883609592,0.0,,0.5,1,spotify1.pcap
9793432001131218,30.002485990524292,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
1647572048020571,9.865219116210938,5,1165,0,233.0,0.8738866011649089,-0.8164278247446051,,1.0,1,spotify1.pcap
2175150183685601,16.727797031402588,9,402,286,76.44444444444444,4.938231036389996,3.067685710697152,1.561549932520344,0.5555555555555556,1,spotify1.pcap
9793432001131218,30.00069308280945,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify2.pcap
2175150183685601,30.617125988006592,81,6704,85717,1141.0,1.954692435682875,55.250246062936895,2.8934270909033355,0.4691358024691358,1,spotify2.pcap
7200793643597821,45.12340521812439,43,1946,27275,679.5581395348837,6.854427119444806,37.02422938617739,0.19144511333241626,0.46511627906976744,1,spotify2.pcap
4065331566211297,45.123412132263184,33,1439,19244,626.7575757575758,7.830374740922367,27.032183747985,1.176339108790653,0.5151515151515151,1,spotify2.pcap
1199296834716304,45.12338399887085,33,1439,23118,744.1515151515151,7.830270473665376,27.032182194946817,1.734000320988012,0.5151515151515151,1,spotify2.pcap
2902336821146048,45.13550591468811,32,1517,24480,812.40625,7.949957094871423,26.033249838021415,1.480777274735717,0.4375,1,spotify2.pcap
9178926143862401,46.93146014213562,92,3839,80965,921.7826086956521,4.691848412075741,85.81084216433045,2.4055224556764805,0.4782608695652174,1,spotify2.pcap
9453906891025969,47.41965198516846,99,3986,103850,1089.2525252525252,4.522600248951623,92.82542262394536,1.7015901711433565,0.5050505050505051,1,spotify2.pcap
1892956865225409,45.14421796798706,4,132,132,66.0,21.179106410489737,0.0,,0.5,1,spotify2.pcap
9793432001131218,30.00130796432495,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify2.pcap
7788173062612529,45.09460401535034,4,132,132,66.0,21.20340530500532,0.0,,0.5,1,spotify2.pcap
2175150183685601,18.019264936447144,6,209,220,71.5,7.154706752787339,0.2498376954202084,0.0,0.5,1,spotify2.pcap
9793432001131218,30.00267505645752,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify2.pcap
1892956865225409,45.139549016952515,4,132,132,66.0,21.17766324613216,0.0,,0.5,1,spotify2.pcap
7788173062612529,45.09402513504028,4,132,132,66.0,21.203744727462155,0.0,,0.5,1,spotify2.pcap
2175150183685601,0.25603699684143066,6,1199,538,289.5,0.061690321381649746,-1.649003449447533,0.7993154943626528,0.5,1,spotify2.pcap
9793432001131218,30.001917839050293,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify2.pcap
1647572048020571,0.0,1,274,0,274.0,0.0,0.0,0.0,1.0,1,spotify2.pcap
2175150183685601,1.424494981765747,6,209,220,71.5,0.499685362737823,0.2206368159295442,0.0,0.5,1,spotify2.pcap
9793432001131218,30.001844882965088,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify2.pcap
7788173062612529,45.09408497810364,4,132,132,66.0,21.20379772012046,0.0,,0.5,1,spotify2.pcap
9793432001131218,30.001704931259155,2,172,0,86.0,0.0,0.0,0.0,1.0,1,spotify2.pcap
2175150183685601,59.92883086204529,9,359,466,91.66666666666667,15.621182476618952,2.454760010501884,2.4120918036369083,0.5555555555555556,1,spotify2.pcap
1138577421774695,0.0,1,92,0,92.0,0.0,0.0,0.0,1.0,1,spotify2.pcap
2400867128937723,0.0,1,104,0,104.0,0.0,0.0,0.0,1.0,1,spotify2.pcap
